row,status,family,peated_bottle_id,title_en,title_ja,brand,distillers,bottler,series,name,edition,category,statedAge,noAgeStatement,abv,singleCask,caskStrength,naturalColor,nonChillFiltered,maltPhenolPpm,vintageYear,bottlingYear,releaseYear,releaseMonth,releaseDay,maturation,caskNumber,outturn,market,sizes,evidence_url,evidence_note,image_source_url,image_license,notes
80,created,Retailer/private single cask,B57521,Kanosuke 2019 Single Cask #19146 - Ken's Choice,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #19146,Ken's Choice,single_malt,,,60,true,,,,,2019,2022,2022,,,Ex-bourbon barrel,19146,186,Japan (Ken's Bar),700ml,https://www.wvawhiskyauctions.co.uk/lot-651245/kanosuke-2019-single-cask-19146-kens-choice,"Auction lot read: distilled Apr 2019, bottled Sep 2022, 60%, ex-bourbon, one of 186. Who 'Ken' is: unverified.",,,
81,created,Retailer/private single cask,B57522,Kanosuke 2018 4 Year Old Peated Single Cask #19030 - Aloha Whisky Bar 4th Anniversary,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #19030 Peated 4-year-old,for Aloha Whisky Bar 4th Anniversary,single_malt,4,,,true,,,,,2018,2023,2023,8,,Single ex-bourbon cask; peated,19030,,"Aloha Whisky Bar, Ikebukuro",700ml,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2018-4-years-old-peated-malt-single-cask-19030-bottled-for-aloha-whisky-bar-4th-anniversary,Review 2023-11-13 with title facts; 192 bottles and ABV from auction snippet only (not stored). Index agent thinks this may be an Owner's Club 28 L cask.,,,
82,created,Retailer/private single cask,B57523,Kanosuke 2018 5 Year Old Peated Single Cask - Bar Minmore House 15th Anniversary,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 Peated 5-year-old,for Bar Minmore House 15th Anniversary,single_malt,5,,58,true,,,,,2018,,,,,First-fill ex-bourbon barrel; heavily peated,,217,,700ml,https://www.whiskyshop.com/auctions/a108964-kanosuke-2018-5-year-old-minmore-house-15th-anniversary,"Auction lot read (58%, 217 bottles). Bottling and release year not stated.",,,
83,created,Retailer/private single cask,B57524,"Kanosuke Single Cask for SAKANANBAR (relocation), 2019, Spanish oak, 61%",嘉之助 シングルカスク for SAKANANBAR 移転記念,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 4-year-old,for SAKANANBAR,single_malt,4,,61,true,,,,,2019,,,,,New Spanish oak cask,,316,"SAKANANBAR, Saga",700ml,https://fishborn.thebase.in/items/79490715,"Sample listing and Rakuten resale (316 bottles, 61%). Fishborn writes 嘉之介; verify label. Bottling year not stated.",,,
84,created,Retailer/private single cask,B57525,"Kanosuke 2019-2023 BAR Cask Strength 20th Anniversary PX, cask #19354",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #19354,BAR Cask Strength 20th Anniversary,single_malt,,,61,true,,,,,2019,2023,2023,,,Single Pedro Ximénez sherry cask,19354,564,,700ml,https://paypayfleamarket.yahoo.co.jp/item/z283700342,"Resale listing (61%, 564 bottles) and Whisky Hammer lot 168823 summary (distilled Aug 2019, bottled Jun 2023, PX #19354). Which bar 'Cask Strength' is: unverified.",,,
85,created,Retailer/private single cask,B57526,Kanosuke Single Cask 2020-2025 #21056 for Highlander Inn 20th Anniversary,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2020 #21056,for Highlander Inn 20th Anniversary,single_malt,,,,true,,,,,2020,2025,2025,,,Ex-Booker's bourbon cask,21056,,,,https://theultimatespirits.jp/,"Rudder online shop product page read by the index agent (cask #21056, 2020, Booker's ex-bourbon). ABV and outturn not captured; exact URL to re-locate.",,,
86,created,Retailer/private single cask,B57527,Kanosuke Single Cask 2020 5 Years Heavily Peated First-Fill Bourbon - for CLAUDE WHISKY,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2020 Heavily Peated 5-year-old,for Claude Whisky,single_malt,5,,60,true,,,,,2020,2025,2026,9,,First-fill ex-bourbon barrel; heavily peated,,197,"Claude Whisky, Gifu",700ml,https://en.jpwhisky.net/kanosuke-distillery-single-cask2020-5-years-heavily-peated-first-fill-bourbon-caskfor-claude-whisky-2-60503/,"Review with spec table (60%, 197 bottles, 2020/2025). Release about Sept 2026.",,,
87,unresolved,Retailer/private single cask,,Kanosuke Sogo Yokohama 40th Anniversary Sherry Quarter Cask 61%,嘉之助蒸溜所 そごう横浜40周年限定コラボ Sherry Quarter Cask,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask,Sogo Yokohama 40th Anniversary,single_malt,,,61,,,,,,,,2025,,,,,,,,https://auctions.yahoo.co.jp/,Yahoo lot titles only.,,,
88,unresolved,Retailer/private single cask,,Kanosuke 2019 Single Cask #22432 Re-Charred x Red Wine - Bar Barns 22nd Anniversary,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2019 #22432,for Bar Barns 22nd Anniversary,single_malt,,,61,,,,,,2019,2024,,,,,22432,276,,,,Whiskybase row snippet only; no readable page.,,,
89,unresolved,Retailer/private single cask,,Kanosuke Single Malt for Bar Kitchen 20th,,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,for Bar Kitchen 20th,single_malt,,,,,,,,,,,2024,,,,,,,,https://www.instagram.com/whisky_bar_josui/p/C3He7vevFJW/,Instagram post only.,,,
90,unresolved,Retailer/private single cask,,Kanosuke Madeira Wine Cask Finish 2021-2025 (Blandy's Bual 2002 cask) 60%,,Kanosuke (E1097),Kanosuke (E1097),,,Madeira Wine Cask Finish,,single_malt,,,60,,,,,,,,2025,,,,,,,,https://bartetu.com/archives/9397,Bar blog (2022) describes an 11-month Madeira finish from Feb 2021; Yahoo title says 2021-2025. Possibly two releases; marketer unknown.,,,
91,created,Retailer/private single cask,B57528,Single Malt Kanosuke SHIROYAMA HOTEL kagoshima 60th ANNIVERSARY SELECTION,シングルモルト嘉之助 SHIROYAMA HOTEL kagoshima 60th ANNIVERSARY SELECTION,Kanosuke (E1097),Kanosuke (E1097),,,Single Malt,Shiroyama Hotel Kagoshima 60th Anniversary Selection,single_malt,,true,,,,,,,,2023,2023,3,23,"Re-charred ex-Mellowed Kozuru cask 3 years, then 2 years in a white wine cask from a Burgundy producer",,,Shiroyama Hotel Kagoshima (restaurants and hotel shop),700ml,https://prtimes.jp/main/html/rd/p/000000033.000080378.html,"Hotel press release 2023-03-22: 22,000 yen, 60 bottles for sale in the hotel shop (not the total outturn; also poured in restaurants), released 2023-03-23 with a Mars Tsunuki cask T465. ABV not stated.",,,
92,unresolved,Retailer/private single cask,,Kanosuke Single Malt Rechar x Bourbon 2018-2023 58%,,Kanosuke (E1097),Kanosuke (E1097),,,,,single_malt,,,,,,,,,,,,,,,,,,,https://auctions.yahoo.co.jp/,Yahoo closed lot title only (c1239007285).,,,
93,unresolved,Retailer/private single cask,,KANOSUKE 2018 5-year Heavily Peated Bourbon Barrel 58%,,Kanosuke (E1097),Kanosuke (E1097),,,,,single_malt,,,,,,,,,,,,,,,,,,,https://auctions.yahoo.co.jp/,Yahoo lot title only (b1213577976); may be the Bar Minmore House bottle.,,,
94,unresolved,Retailer/private single cask,,Kanosuke 2020-2025 IPA Cask 58% - for Kyoto Fine Wine and Spirits 5th anniversary,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2020,for Kyoto Fine Wine and Spirits 5th Anniversary,single_malt,,,58,,,,,,2020,2025,,,,,,,,,https://singlemalt-whisky.net/tastingnotes/8490/,Tasting-note title from search only; page not read.,,,
95,created,Export single cask,B57529,Kanosuke Single Malt IPA Cask #18162 - High Road Spirits Selection,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask #18162 IPA Cask,High Road Spirits Selection,single_malt,,,57,true,,,,,,,,,,"45 months in an ex-bourbon barrel, then 16 months in an IPA cask (Rise & Win Brewing, Tokushima)",18162,,USA (importer High Road Spirits),700ml,https://www.highroadspirits.com/kanosuke-distillery,"Importer page: 57%, cask #18162, cask regime, '210 bottles' for the US (US allocation, not proven total: outturn null). Age given in months only. Dates unknown.",https://www.highroadspirits.com/kanosuke-distillery,highroadspirits.com: all rights reserved; identity evidence only,
96,created,Export single cask,B57530,Kanosuke Single Malt Cask #19276 - Astor Wines Selection,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask #19276,Astor Wines Selection,single_malt,,,61,true,,,,,,,,,,One ex-bourbon barrel for close to 5 years; about 10% Carabohemian malt,19276,,"USA (Astor Wines & Spirits, New York)",700ml,https://www.highroadspirits.com/kanosuke-distillery,"Importer page: 61%, cask #19276, '192 bottles' for the US (allocation; outturn null). Dates unknown.",https://www.highroadspirits.com/kanosuke-distillery,highroadspirits.com: all rights reserved; identity evidence only,
97,created,Export single cask,B57531,Kanosuke Single Malt Cask #18120 - K&L Wine Merchants Selection,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask #18120,for K&L Wine Merchants,single_malt,,,58,true,,,,,,,2024,,,"37 months in a re-charred ex-Mellowed Kozuru shochu barrel, then about 2 years in an ex-bourbon barrel",18120,,"USA (K&L Wine Merchants, California)",700ml,https://www.highroadspirits.com/kanosuke-distillery,"Importer page: 58%, cask #18120, 'third single cask release for the American market in 2024', '216 bottles' for the US (allocation; outturn null).",https://www.highroadspirits.com/kanosuke-distillery,highroadspirits.com: all rights reserved; identity evidence only,
98,created,Export single cask,B57532,Kanosuke 'A Pacific Ocean Collaboration' Cask #18014 - K&L Wine Merchants & Acorn Ltd,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask #18014 5-year-old,A Pacific Ocean Collaboration,single_malt,5,,56,true,true,,true,,,,,,,"33 months in an ex-bourbon barrel, then 32 months in an ex-Cognac cask; lightly peated (distilled between a peated and unpeated run)",18014,,USA (K&L Wine Merchants) and Japan (Acorn Ltd),700ml,https://www.highroadspirits.com/kanosuke-distillery,"Label photo on the importer page read 2026-09-18: 'A Pacific Ocean Collaboration, Cask # 18014, 5 years 5 months, 33 months ex-bourbon barrel + 32 months ex-cognac cask, Cask Strength, Non-Chill Filtered, 700ml, 56% abv', K&L and Acorn logos. The importer text's '18104' and the resellers' '#21494 57%' are wrong. Outturn conflicts (264 US, 504, 530): null. Release year not proven (K&L says selected 2024).",https://www.highroadspirits.com/kanosuke-distillery,highroadspirits.com: all rights reserved; identity evidence only,
99,created,Export single cask,B57533,Kanosuke 2020 - 1st Fill Bourbon Cask #20496 - Exclusive to The Whisky Exchange,,Kanosuke (E1097),Kanosuke (E1097),,,2020 1st Fill Bourbon Cask #20496,Exclusive to The Whisky Exchange,single_malt,,,61,true,true,,true,,2020,2024,2024,,,First-fill ex-bourbon barrel,20496,210,UK (The Whisky Exchange),700ml,https://www.thewhiskyexchange.com/p/81835/kanosuke-2020-1st-fill-bourbon-cask-20496-exclusive-to-the-whisky-exchange,"TWE product page (site blocks fetch tools; facts from its search-index spec block: 61%, 2024, 210 bottles, cask 20496, 165 GBP). Read the page in a browser before writing. Possibly the first 'Brush Stroke' cask, not proven.",,,
100,updated,Export single cask,B47285,Kanosuke 2018 Bourbon Cask 19044 Peated - The Whisky Exchange 'Brush Stroke',,Kanosuke (E1097),Kanosuke (E1097),,,2018 Bourbon Cask 19044 Peated,Brush Stroke,single_malt,7,,57,true,,,,50,2018,2025,2026,8,,First-fill ex-bourbon cask,19044,156,UK (The Whisky Exchange),700ml,https://wordsofwhisky.com/kanosuke-dingle-meikle-toir-the-whisky-exchange/,"Review 2026-08-19: final release of TWE's Brush Stroke series, first-fill bourbon, 50 ppm, 57%, 165 GBP; whiskynotes.be: 7 yo 2018, bottled 2025, cask #19044, 156 bottles. TWE page itself unreadable by tools.",,,Bottler currently E1097 (wrong: official bottling selected by TWE). Current name is an auto-generated string; edition 'Cask #19044' dropped because the cask is in the name. caskNumber currently null -> 19044. Series S0373 Brush Stroke is a retailer programme name (identity model rule 5): move it to edition and delete the Series (needs approval).
101,updated,Export single cask,B47572,Kanosuke Single Cask #19466 - The Awakening Series (Kirsch Import),,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask #19466,The Awakening Series,single_malt,,,57,true,true,,,,,2025,2025,10,,Sherry cask (retailers: 2018 Oloroso quarter cask; not printed on the label),19466,108,"Germany (Kirsch Import, Whisky Live Germany 2025)",700ml,https://www.whiskynotes.be/2025/japan-whisky/kanosuke-awakening-series/,"Review 2025-11-13: OB 'Awakening Series' for Kirsch Import 2025, cask #19466, 108 bottles, no age/vintage on label; whisky-erlebnis-ol.de: Whisky Live Germany exclusive, from Oct 2025.",,,"Bottler currently E1097 (wrong). Vintage 2018 is a retailer claim, not on label: propose null. Series S0424 'The Awakening Series' is Kirsch Import's multi-distillery series, not a Kanosuke range: propose delete (needs approval) and keep the name in edition."
102,updated,Independent bottling,B47573,The Heart Cut #21 Kanosuke - Bottled exclusively for The Whisky Show 2025,,The Heart Cut (E365867),Kanosuke (E1097),The Heart Cut (E365867),,Kanosuke,#21,single_malt,5,,54,true,,true,true,,2019,2025,2025,,,Ex-bourbon quarter cask,,150,"UK (The Whisky Show 2025, The Whisky Exchange)",500ml,https://theheartcut.com/products/21-kanosuke,"Bottler page read 2026-09-18: 150 bottles, ex-bourbon quarter cask, distilled Nov 2019, bottled Apr 2025, 54%, NCF, no colouring. Retailer titles print '5 Year Old'; the bottler page does not: statedAge kept, flagged.",https://theheartcut.com/products/21-kanosuke,theheartcut.com: no reuse licence published; identity evidence only,"Brand change Kanosuke -> The Heart Cut needs approval; matches the other 17 Heart Cut records (Brand The Heart Cut, name = distillery, edition = number)."
103,updated,Export single cask,B47581,"Kanosuke Casa de Vinos 15th Anniversary (Australia, 2025)",,Kanosuke (E1097),Kanosuke (E1097),,,Casa de Vinos 15th Anniversary,,single_malt,,,60,true,,,,,2021,2025,2025,,,Bourbon oak,,,Australia (importer Casa de Vinos; sold as a pack with a Chichibu),700ml,https://kentstreetcellars.com.au/products/chichibu-kanosuke-casa-de-vinos-15th-anniversary-pack-2025-2x700ml,"Australian retailer listings: bourbon oak, 60%, 196 bottles; Peated record says 198 (conflict: propose null). Casa de Vinos site blocks fetch tools.",,,Bottler currently E1097 (wrong). Category null -> single_malt.
104,unresolved,Export single cask,B47559,Kanosuke 'Nouveau Beginnings' 2020/2024 sherry cask #24270 59% - for Whisky Abbey (Casa de Vinos),,Kanosuke (E1097),Kanosuke (E1097),,,Nouveau Beginnings,,single_malt,,,59,true,,,,,2020,,2024,,,Sherry,24270,,"Australia (Casa de Vinos, Whisky Abbey 2024)",,https://www.casadevinos.com.au/brand/kanosuke/,"The record's import reference reads 'for Whisky Abbey'; Casa de Vinos' brand page (search snippet) describes its 'first-ever fully sherry-matured single cask for Australia' debuting at Whisky Abbey 2024. Likely the same bottle, but no readable page names 'Nouveau Beginnings'. Keep as is until the Casa de Vinos page is read in a browser.",,,Bottler currently E1097 (wrong) - safe to clear.
105,created,Export single cask,B57534,Kanosuke 2022 Distiller's Choice Single Cask #17011 Sherry Butt (Hong Kong Edition),,Kanosuke (E1097),Kanosuke (E1097),,Distiller's Choice (S943),Distiller's Choice Single Cask #17011,Hong Kong Edition 2022,single_malt,,,58,true,,,,,2017,2022,2022,,,Sherry butt,17011,583,Hong Kong (importer AFTrade),700ml,https://www.thewhiskyshop.com.sg/products/kanosuke-2022-distillers-choice-single-cask-17011-sherry-butt-whisky-abv-58-700ml,"Reseller page read: distilled Dec 2017, bottled Mar 2022, 58%, 583 bottles (its title wrongly says 'Distilled 2019'); whiskyfun.com agrees (58%, for AF Trade, cask #17011, 583 bottles).",,,
106,created,Export single cask,B57535,Kanosuke 2022 Distiller's Choice Cask #19170 Bourbon Barrel (Singapore Edition),,Kanosuke (E1097),Kanosuke (E1097),,Distiller's Choice (S943),Distiller's Choice Single Cask #19170,Singapore Edition 2022,single_malt,,,61,true,,,,,2019,2022,2022,,,Ex-bourbon barrel,19170,190,Singapore,700ml,https://www.theliquorshop.com.sg/products/singapore-edition-kanosuke-2022-distillers-choice-cask-19170-bourbon-barrel-abv-61-700ml,"Retailer page: distilled May 2019, bottled Sep 2022, 61%, 190 bottles; whiskyfun.com agrees.",,,
107,created,Export single cask,B57536,Kanosuke 2019-2022 Single Cask #19225 Distiller's Choice (China market),,Kanosuke (E1097),Kanosuke (E1097),,Distiller's Choice (S943),Distiller's Choice Single Cask #19225,China Edition 2022,single_malt,,,60,true,,,,,2019,2022,2022,,,Sherry butt,19225,562,China,700ml,https://mandedrinks.myshopify.com/products/kanosuke-2019-2022-single-cask-19225-distillers-choice,"Reseller page read (60%, 562 bottles, sherry butt, 'for the Chinese market'). Edition wording 'China Edition' is inferred from the range pattern; confirm on the label.",,,
108,created,Export single cask,B57537,Kanosuke Single Malt Distiller's Choice 2023 #19069 - AFTrade x Tiffany's New York Bar (Hong Kong),,Kanosuke (E1097),Kanosuke (E1097),,Distiller's Choice (S943),Distiller's Choice 2023 Single Cask #19069,for Tiffany's New York Bar,single_malt,,,60,true,,,,,2019,2023,2023,,,"Sherry butt more than 3 years, finished 3 months in an ex-bourbon hogshead",19069,255,Hong Kong (AFTrade),700ml,https://www.aft-liquor.com/products/kanosuke-single-malt-distillers-choice-2023-19069-alc-60-700ml,"Importer page: distilled Oct 2019, bottled May 2023, 60%, 255 bottles, HK$3,680; 88bamboo announcement 2023-04-29.",,,
109,updated,Export single cask,B52450,Kanosuke 2018 #18176 Single Cask 58% - Taiwan Edition,,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask #18176,Taiwan Edition,single_malt,,true,58,true,,,true,,2018,2022,,,,Bourbon barrel,18176,,Taiwan,700ml,https://raremaltsnco.com/products/kanosuke-2018-18176-single-cask-japanese-whisky-58-abv-700ml,"Reseller listing only ('Taiwan Ed.', 58%). The record's description says distilled Nov 2018, bottled Aug 2022, Taiwan exclusive. Series membership in Distiller's Choice is likely (2022 Asia programme) but unproven: leave series null until the label is read.",,,Bottler currently E1775 (wrong). Distillers E1775 -> E1097. Name change from the generic 'Single Malt Japanese Whisky' proposed. Existing image: check sourceUrl/license.
110,created,Export single cask,B57538,"Kanosuke 'Mizunara 10th Anniversary' Single Malt Single Cask (Knob Creek rye cask), 53%",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask,Mizunara 10th Anniversary,single_malt,,,53,true,,,,,,2025,2025,,,58 months in a first-fill Knob Creek rye cask,,222,"Hong Kong, Singapore, Japan (Mizunara: The Shop)",700ml,https://www.mizunaratheshop.com/products/kanosuke-2025-mizunara-private-single-malt-single-cask-japanese-whisky,"Retailer page read (53%, 222 bottles, Knob Creek rye cask); whisky-nights.com agrees. Cask number not shown.",,,
111,created,Export single cask,B57539,"Kanosuke 'Rainbow Girl' Single Malt Single Cask - for Mizunara, 61%",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2020,The Rainbow Girl,single_malt,,,61,true,,,,,2020,2026,2026,,,About 3 years in an ex-shochu cask then 2 years in a red wine cask,,258,"Hong Kong, Singapore, Japan (Mizunara: The Shop)",700ml,https://www.mizunaratheshop.com/products/kanosuke-single-malt-shochu-and-red-wine-cask-japanese-whisky,"Retailer page read: distilled Sep 2020, bottled May 2026, 61%, 258 bottles, label 'The Rainbow Girl' by Saumya Bharati.",,,
112,unresolved,Independent bottling,,Kanosuke 2018 4 Year Old Single Cask #20463 - Thompson Bros (UK) / 'Japanese Trail' for The Whisky Crew (Japan),,Kanosuke (E1097),Kanosuke (E1097),Thompson Bros (no Entity; unresolved),,Kanosuke 2018 4-year-old,Cask #20463,single_malt,4,,58,true,,,,,2018,2022,2023,2,,"Ex-Mellowed Kozuru shochu cask, re-racked into ex-bourbon",20463,243,UK (Thompson Bros with Kimura Co.); Japan (The Whisky Crew),,https://www.thompsonbrosdistillers.com/2023/02/06/kanosuke-x-thompson-bros-and-tony-reeman-clarkss-private-strathearn/,"Bottler's own post (58%, 243 bottles, first UK bottling); The Whisky Shop auction lot A68414 reads cask 20463, 243 bottles. The Whisky Crew 'Japanese Trail' 4yo 2018-2022 58% (kuririn review, dekanta) appears to be the same cask under a Japanese label. One or two Bottles: decision needed after reading both labels.",,,
113,created,Independent bottling,B57540,"Kanosuke 2018 Ghost Series #16 - 3 Year Old Chardonnay Cask Finish, cask #20081",,The Ghost Series (E367029),Kanosuke (E1097),The Ghost Series (E367029),,Kanosuke 2018 3-year-old,No. 16,single_malt,3,,58,true,,,,,2018,2022,2022,,,"First-fill ex-bourbon barrel 3 years, finished in a refill Chardonnay barrique",20081,271,Japan (Whisky Mew),700ml,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2018-ghost-series-3-year-old-chardonnay-cask-finish-58-abv-bottled-by-stefan-van-eycken,"Review with spec (Jun 2018 to Apr 2022, 58%, 271 bottles). Ghost Series number 16 from the index agent; confirm on whiskymew.jp/article/the-ghost-series.html.",,,"Identity model rule 4 (independent bottler's label): Brand and bottler The Ghost Series. Existing Karuizawa, Ryuka and Time Slip Ghost Series records use the older shape (distillery Brand, Ghost Series Series, bottler Nonjatta) and are a cleanup candidate. Series number 16 still to be confirmed on whiskymew.jp."
114,created,Independent bottling,B57541,The Ghost Series #23a - Kanosuke Hioki Pot Still (cask HG088),,The Ghost Series (E367029),Kanosuke (E1097),The Ghost Series (E367029),,Kanosuke Hioki Pot Still,No. 23a,single_pot_still,,,64,true,,,,,,2025,2025,3,,"New medium-char American white oak puncheon, 42 months",HG088,200,"USA (on-premise, $250) and Japan",700ml (US 750ml listing),https://whiskyadvocate.com/Japanese-Whisky-Ghost-Series-Makes-Its-US-Debut,"Whisky Advocate 2025-02-25 (cask numbers, ABV, outturns); 88bamboo news with months and Japanese titles. Cask spelling HG088 vs HG0088 conflicts between sources.",https://www.highroadspirits.com/kanosuke-distillery,highroadspirits.com: all rights reserved; identity evidence only,
115,created,Independent bottling,B57542,The Ghost Series #23b - Kanosuke Hioki Pot Still (cask HG0287),,The Ghost Series (E367029),Kanosuke (E1097),The Ghost Series (E367029),,Kanosuke Hioki Pot Still,No. 23b,single_pot_still,,,64,true,,,,,,2025,2025,3,,"First-fill ex-bourbon barrel, 37 months",HG0287,200,"USA (on-premise, $250) and Japan",700ml (US 750ml listing),https://whiskyadvocate.com/Japanese-Whisky-Ghost-Series-Makes-Its-US-Debut,"Whisky Advocate 2025-02-25 (cask numbers, ABV, outturns); 88bamboo news with months and Japanese titles. Cask spelling HG088 vs HG0088 conflicts between sources.",https://www.highroadspirits.com/kanosuke-distillery,highroadspirits.com: all rights reserved; identity evidence only,
116,created,Independent bottling,B57543,The Ghost Series #23c - Kanosuke Double Distillery Single Marriage Cask (cask PL04),,The Ghost Series (E367029),Kanosuke (E1097),The Ghost Series (E367029),,Kanosuke Double Distillery Single Marriage Cask,No. 23c,blend,,,61,false,,,,,,2025,2025,3,,"Hioki pot still single casks married with Kanosuke single malt, then 10 months in a fresh Komasa umeshu cask",PL04,570,"USA (on-premise, $250) and Japan",700ml (US 750ml listing),https://whiskyadvocate.com/Japanese-Whisky-Ghost-Series-Makes-Its-US-Debut,"Whisky Advocate 2025-02-25 (cask numbers, ABV, outturns); 88bamboo news with months and Japanese titles. Cask spelling HG088 vs HG0088 conflicts between sources.",https://www.highroadspirits.com/kanosuke-distillery,highroadspirits.com: all rights reserved; identity evidence only,
117,created,Independent bottling,B57544,Kanosuke 2019 6 Year Old Single Cask #TC001 'Drifters - Toyohisa Shimazu' - Whisky Mew,,Whisky Mew (E367030),Kanosuke (E1097),Whisky Mew (E367030),,Kanosuke 2019 6-year-old,Drifters Toyohisa Shimazu,single_malt,6,,58,true,,,,,2019,2025,2025,8,,"4 years in Mellowed Kozuru rice-shochu casks, re-racked May 2023 into an ex-Scotch whisky cask",TC001,270,Japan,700ml,https://whisky-nights.com/kanosuke-2019-6-year-old-single-cask-tc001-drifters-toyohisa-shimazu-whisky-mew/,"Retailer page with label read (Apr 2019, 58%, 270 bottles, cask #TC001). PR Times release 2025-09-26 (prtimes.jp/main/html/rd/p/000001642.000002610.html) was issued by Shogakukan-Shueisha Productions (ShoPro): cask selected by Hideo Yamaoka, sold by lottery on Whisky Mew (147 bottles), 26,950 yen. Bottler could be ShoPro or Whisky Mew: decision needed.",https://whisky-nights.com/kanosuke-2019-6-year-old-single-cask-tc001-drifters-toyohisa-shimazu-whisky-mew/,whisky-nights.com: no reuse without permission; not downloaded,
118,created,Independent bottling,B57545,Kanosuke 2019-2023 Heavily Peated Re-charred Puncheon 62% - T&T Toyama Collection for Maltoyama 10th Anniversary,,T&T Toyama (E5375),Kanosuke (E1097),T&T Toyama (E5375),,Kanosuke 2019,for Maltoyama 10th Anniversary,single_malt,,,62,true,,,,,2019,2023,2023,,,Re-charred puncheon; heavily peated,,510,Japan,700ml,https://en.jpwhisky.net/kanosuke-tt-2-37720/,"Review with spec (62%, 510 bottles, 22,000 yen). Check how T&T Toyama Bottles are named elsewhere in Peated before writing.",,,
119,created,Owner's Cask,B57546,KANOSUKE OWNER'S CASK 2026 - Bar Espace Rassurants (cask Legacy02),,Kanosuke (E1097),Kanosuke (E1097),,,Owner's Cask 2020,Legacy02 for Bar Espace Rassurants,single_malt,,,,true,,,,,2020,2026,2026,,,Ex-bourbon cask,Legacy02,198,,,https://barespace.base.shop/items/139620101,"Bar shop listing read (Nov 2020 to Apr 2026, 198 bottles, 22,000 yen). ABV not stated.",,,"Owner's Cask bottle sold to the public as labelled bottles by the owner's bar or shop, so a marketed release under the identity model."
120,created,Owner's Cask,B57547,"Kanosuke 2020 Owners Club for Mizunara - sherry cask, 63%, 22 bottles",,Kanosuke (E1097),Kanosuke (E1097),,,Owners Club 2020,for Mizunara,single_malt,,,63,true,,,,,2020,2023,,,,"French oak sherry cask, 28 L",,22,,,https://www.mizunaratheshop.com/collections/kanosuke-single-malt-japanese-whisky/cask_single-cask,Retailer page (18 Jun 2020 to 28 Jul 2023); sold by Mizunara: The Shop.,,,"Owner's Cask bottle sold to the public as labelled bottles by the owner's bar or shop, so a marketed release under the identity model."
121,out of scope,Owner's Cask,,"Kanosuke Owners Club 2019 - Exclusively for Sushi+Soul (Munich), 50%, 33 bottles",,Kanosuke (E1097),Kanosuke (E1097),,,Owners Club 2019,for Sushi+Soul,single_malt,,,50,true,,,,,2019,,,,,28 L sherry cask,,33,,,https://www.bonhams.com/auction/31491/lot/183/kanosuke-owners-club-2019-1x-70cl/,"Bonhams lot (bottle 11 of 33, 50%); jwhisky.de says 31 bottles (conflict). Restaurant-only bottle; no public sale found.",,,"Owner's Club cask never offered to the public as labelled bottles (bar-only pours or private), so not a release under the identity model."
122,out of scope,Owner's Cask,,"KANOSUKE Owner's Club for BAR Shinkai - 28 L French oak, 64%, 21 bottles",,Kanosuke (E1097),Kanosuke (E1097),,,Owner's Club 2021,for BAR Shinkai,single_malt,,,64,true,,,,,2021,2024,,,,"28 L French oak medium char, 3 years",,21,,,https://en.jpwhisky.net/kanosuke-ownersclub-for-shinkai-2-48490/,Owner's own review with spec; bar only.,,,"Owner's Club cask never offered to the public as labelled bottles (bar-only pours or private), so not a release under the identity model."
123,out of scope,Owner's Cask,,"Kanosuke 2019 Owner's Cask by @Moos_Whisky - 25 L PX cask, 25 bottles",,Kanosuke (E1097),Kanosuke (E1097),,,Owner's Cask 2019,for Moos_Whisky,single_malt,,,,true,,,,,2019,,,,,"25 L PX sherry cask, 3 years",,25,,,https://88bamboo.co/blogs/features/straight-from-the-owners-cask-kanosuke-2019-by-moos_whisky,Feature article; ABV not stated; private owner.,,,"Owner's Club cask never offered to the public as labelled bottles (bar-only pours or private), so not a release under the identity model."
124,unresolved,Owner's Cask,,"Kanosuke Single Cask #20466, 2018 (Bonhams)",,Kanosuke (E1097),Kanosuke (E1097),,,Single Cask 2018 #20466,,single_malt,,,,,,,,,2018,,,,,,20466,,,,https://www.bonhams.com/,Search snippet only; who marketed it unknown.,,,Lead only.
